HM370969.1,H1N1
GQ411894.1,H1N1
CY149630.1,H1N1
CY140047.1,H1N1
KC608160.1,H1N1
KM244078.1,H1N1
AM157358.1,H1N1
AB546159.1,H1N1
AB470663.1,H1N1
HQ897966.1,H1N1
EU026046.2,H1N1
FJ357114.1,H1N1
CY138562.1,H1N1
DQ017487.1,H2N2
CY005540.1,H2N2
JX081142.1,H2N2
FM177121.1,H5N1
KF572435.1,H5N1
GU186511.1,H5N1
AM914017.1,H5N1
EF541464.1,H5N1
HQ185381.1,H5N1
HQ185383.1,H5N1
EU635875.1,H5N1
AF509102.2,H5N1
AB684161.1,H5N1
JF699677.1,H5N1
CY039321.1,H7N3
AY646080.1,H7N3
EU500854.1,H7N3
CY129336.1,H7N3
CY076231.1,H7N3
KF259734.1,H7N9
KF938945.1,H7N9
KF259688.1,H7N9
KC609801.1,H7N9
CY014788.1,H7N9
CY186004.1,H7N9
